time,tasmax_day_HadGEM2-ES_rcp45,tasmin_day_HadGEM2-ES_rcp45,relhumid-max_day_HadGEM2-ES_rcp45,relhumid-min_day_HadGEM2-ES_rcp45
2006-07-13 00:00:00+00:00,306.410675,289.0180054,53.35131454,20.03061295
2006-07-14 00:00:00+00:00,304.8321228,288.4316711,68.18511963,26.48019409
2006-07-15 00:00:00+00:00,304.254303,289.6030884,73.53311157,29.40626144
2006-07-16 00:00:00+00:00,304.9370728,289.7857361,70.45315552,28.01832771
2006-07-17 00:00:00+00:00,304.7955017,289.035675,66.90936279,27.0697403
2006-07-18 00:00:00+00:00,303.9163208,287.3598328,69.18228149,26.30213547
2006-07-19 00:00:00+00:00,304.6350403,288.4137268,62.59304047,23.61982346
2006-07-20 00:00:00+00:00,304.3962708,289.2982483,57.79970551,23.26770401
2006-07-21 00:00:00+00:00,303.775177,288.7700195,58.32893753,23.56560898
2006-07-22 00:00:00+00:00,304.1835632,288.5267639,59.43480301,23.34501457
2006-07-23 00:00:00+00:00,304.0315247,289.2520142,53.2704277,22.9630928
2006-07-24 00:00:00+00:00,303.2208862,289.5350647,55.57499695,24.16235924
2006-07-25 00:00:00+00:00,303.1133728,290.3382568,63.68368912,28.20220375
2006-07-26 00:00:00+00:00,301.7011719,290.2697754,74.64237976,32.95846939
2006-07-27 00:00:00+00:00,302.7060547,289.7760315,68.59126282,29.28384018
2006-07-28 00:00:00+00:00,303.9837341,289.8039551,67.51685333,27.92890358
2006-07-29 00:00:00+00:00,305.0175476,289.6089172,66.06999969,25.92921829
2006-07-30 00:00:00+00:00,306.5328674,287.9747314,66.33768463,22.7654953
2006-07-31 00:00:00+00:00,309.4881897,290.2427063,52.44168472,17.69022942
2006-08-01 00:00:00+00:00,310.9592285,293.2761536,42.17328644,15.92257118
2006-08-02 00:00:00+00:00,310.7944641,293.5503845,43.70764923,16.86359024
2006-08-03 00:00:00+00:00,309.515625,290.3349915,59.04250717,20.96436501
2006-08-04 00:00:00+00:00,307.5249329,293.6108704,54.87371445,24.29210663
2006-08-05 00:00:00+00:00,307.9552002,294.1132813,55.13222885,23.93083572
2006-08-06 00:00:00+00:00,308.5757446,294.5655212,58.97868729,24.17527199
2006-08-07 00:00:00+00:00,308.7555542,293.3824158,59.85613632,23.05374527
2006-08-08 00:00:00+00:00,310.5511169,294.5243835,56.27907181,21.25792503
2006-08-09 00:00:00+00:00,311.6575623,297.2980957,38.97647858,17.8765049
2006-08-10 00:00:00+00:00,310.4255066,295.4837952,45.45315933,19.41080284
2006-08-11 00:00:00+00:00,305.7305603,292.6380615,65.24142456,28.56440544
2006-08-12 00:00:00+00:00,304.9812012,292.3593445,71.35646057,31.26073265
2006-08-13 00:00:00+00:00,305.1237793,289.8100891,68.96191406,25.99556351
2006-08-14 00:00:00+00:00,305.2425232,288.2047729,60.43836212,21.68395424
2006-08-15 00:00:00+00:00,305.5846558,289.3898315,56.51564789,21.79444313
2006-08-16 00:00:00+00:00,305.7980347,291.1277161,48.46479034,20.93462753
2006-08-17 00:00:00+00:00,304.5635071,289.5332947,53.62998199,22.12012482
2006-08-18 00:00:00+00:00,302.8589172,286.6598511,63.7149086,23.58834457
2006-08-19 00:00:00+00:00,302.5636292,287.1414795,63.2087059,24.22750092
2006-08-20 00:00:00+00:00,303.868866,286.2793579,67.89173126,22.70171165
2006-08-21 00:00:00+00:00,304.2581787,286.8305359,66.28025818,22.93401718
2006-08-22 00:00:00+00:00,304.2936096,288.9945068,52.94866562,22.11694908
2006-08-23 00:00:00+00:00,303.8665161,288.8591309,57.94599533,24.53755379
2006-08-24 00:00:00+00:00,305.0543518,288.190094,65.92224884,23.5050621
2006-08-25 00:00:00+00:00,305.5040894,292.6079407,49.08499146,22.72181892
2006-08-26 00:00:00+00:00,306.6914063,291.8334961,56.7635231,22.4930172
