time,tasmax_day_CNRM-CM5_rcp45,tasmin_day_CNRM-CM5_rcp45,relhumid-max_day_CNRM-CM5_rcp45,relhumid-min_day_CNRM-CM5_rcp45
2006-09-20 00:00:00+00:00,299.5021362,286.2681885,86.00881195,32.86719513
2006-09-21 00:00:00+00:00,301.4708862,288.3900757,74.77502441,29.75435257
2006-09-22 00:00:00+00:00,304.0213623,288.6199646,65.90084839,24.65555573
2006-09-23 00:00:00+00:00,305.99646,288.635498,59.22789764,19.82880402
2006-09-24 00:00:00+00:00,307.5737915,288.8704834,53.88398743,16.48461342
2006-09-25 00:00:00+00:00,308.1798401,289.0717773,54.52433014,16.68135834
2006-09-26 00:00:00+00:00,308.1738281,289.2419739,55.36079025,17.42241478
2006-09-27 00:00:00+00:00,306.8480835,289.5839233,65.32424164,22.00973892
2006-09-28 00:00:00+00:00,304.8607178,290.0656738,60.54434967,23.23113441
2006-09-29 00:00:00+00:00,302.0731201,288.2869873,69.82132721,26.91254616
2006-09-30 00:00:00+00:00,303.0337219,289.1195374,67.85988617,25.81855965
2006-10-01 00:00:00+00:00,304.4362183,290.4030151,61.85801697,24.13650131
2006-10-02 00:00:00+00:00,304.2514038,289.9132385,52.22679138,21.11291885
2006-10-03 00:00:00+00:00,303.6787415,286.7055359,59.18091965,20.80202866
2006-10-04 00:00:00+00:00,303.1773376,287.2590027,63.93242645,22.80745506
2006-10-05 00:00:00+00:00,304.5166626,287.5491943,61.3923378,20.62748718
2006-10-06 00:00:00+00:00,305.1119995,287.8327026,56.70726013,19.21914864
2006-10-07 00:00:00+00:00,304.3117676,287.2521057,59.7627449,20.64799118
2006-10-08 00:00:00+00:00,302.7727051,286.4242554,64.86251068,23.07668877
2006-10-09 00:00:00+00:00,305.3744202,288.3547363,48.86374664,16.83785248
2006-10-10 00:00:00+00:00,305.4404297,289.4020996,42.84964371,16.11903
2006-10-11 00:00:00+00:00,304.4736328,290.1897278,38.79286575,15.64389992
2006-10-12 00:00:00+00:00,303.6306763,289.009552,48.46072388,18.7051487
2006-10-13 00:00:00+00:00,302.4189758,286.9884338,63.59690094,22.58221245
2006-10-14 00:00:00+00:00,302.3855896,287.4094543,61.11357498,23.0024128
2006-10-15 00:00:00+00:00,303.6710815,287.5408936,53.44212723,19.03416252
2006-10-16 00:00:00+00:00,302.9970703,287.9993591,49.82019424,19.01872063
2006-10-17 00:00:00+00:00,302.2398682,286.6990662,57.35173798,21.27985191
2006-10-18 00:00:00+00:00,301.7818604,285.8294983,60.96396637,21.93408966
2006-10-19 00:00:00+00:00,300.699585,285.480072,70.8735733,25.76190186
2006-10-20 00:00:00+00:00,300.0936584,285.3839417,69.58100128,25.76120567
2006-10-21 00:00:00+00:00,300.7445984,285.105957,65.88568115,22.91482925
2006-10-22 00:00:00+00:00,300.3874207,284.706665,60.07486725,21.13087082
2006-10-23 00:00:00+00:00,299.8919373,288.7962646,59.58944702,25.94472504
2006-10-24 00:00:00+00:00,295.4508362,286.7371216,80.5541687,38.85037231
2006-10-25 00:00:00+00:00,296.9717712,283.6708679,90.30899048,36.02285385
2006-10-26 00:00:00+00:00,295.2539673,283.4672546,87.53914642,36.4329834
2006-10-27 00:00:00+00:00,297.607666,282.7842407,81.87641907,28.43341064
2006-10-28 00:00:00+00:00,299.5725403,284.1027527,67.16384888,23.13363647
2006-10-29 00:00:00+00:00,299.9437561,282.9221191,70.33872986,21.66839409
2006-10-30 00:00:00+00:00,300.3477173,283.5379333,59.81599426,19.37898064
2006-10-31 00:00:00+00:00,300.1760254,283.5880737,57.61732864,18.99058342
2006-11-01 00:00:00+00:00,299.2618103,282.9253235,73.37623596,22.7839489
2006-11-02 00:00:00+00:00,296.2223206,285.9164429,70.79138947,31.86937714
2006-11-03 00:00:00+00:00,291.0780334,285.0046997,91.48599243,54.36465073
2006-11-04 00:00:00+00:00,291.5413818,283.0768127,93.16889191,50.26660538
2006-11-05 00:00:00+00:00,292.500061,280.2522888,91.05768585,37.95555878
2006-11-06 00:00:00+00:00,291.0896912,279.9243469,91.52788544,39.51659012
2006-11-07 00:00:00+00:00,291.089447,277.3001404,66.12957001,22.88741875
2006-11-08 00:00:00+00:00,295.1211548,279.9441833,46.25675583,15.83626747
2006-11-09 00:00:00+00:00,296.2269287,281.2150269,58.07813644,19.50015068
2006-11-10 00:00:00+00:00,293.79776,279.6943359,68.5165863,23.94294548
2006-11-11 00:00:00+00:00,292.7815857,278.6124878,86.21630859,30.14957047
2006-11-12 00:00:00+00:00,292.8881836,279.5197144,78.5072937,28.57579994
2006-11-13 00:00:00+00:00,293.9260254,279.3310547,63.98009109,21.71107674
2006-11-14 00:00:00+00:00,293.7632446,278.3787231,58.15843964,19.27487946
2006-11-15 00:00:00+00:00,292.4344788,278.0442505,86.84975433,30.65352058
2006-11-16 00:00:00+00:00,291.1899414,278.637207,92.49214172,37.31621552
2006-11-17 00:00:00+00:00,289.6483765,280.9264526,89.54193878,45.07762527
2006-11-18 00:00:00+00:00,288.8285828,280.9761963,85.47412109,43.58340073
2006-11-19 00:00:00+00:00,288.2369995,281.8569641,84.58773804,47.24022675
2006-11-20 00:00:00+00:00,287.7443542,277.6754761,88.02796936,38.75363159
2006-11-21 00:00:00+00:00,289.9660339,277.6453552,76.62416077,29.11491585
2006-11-22 00:00:00+00:00,291.8120422,279.3703003,76.14002228,29.41061974
2006-11-23 00:00:00+00:00,292.7527466,279.127533,80.96337891,29.26541328
2006-11-24 00:00:00+00:00,292.8934631,279.1782837,84.90564728,30.8743248
2006-11-25 00:00:00+00:00,291.9920654,281.901001,79.37516785,35.67419815
2006-11-26 00:00:00+00:00,290.9679565,281.0549316,83.78145599,37.76089096
2006-11-27 00:00:00+00:00,289.8222961,279.0645447,88.14884949,37.07859802
2006-11-28 00:00:00+00:00,288.233429,276.4902954,90.05764771,37.61577606
2006-11-29 00:00:00+00:00,290.0633545,279.3997192,82.63988495,35.67103577
2006-11-30 00:00:00+00:00,292.8276978,278.2976074,84.85455322,29.24319077
